review,sentiment
"Tru Calling was good but it could have been great. The concept was intriguing and allowed for seriously strange and frightening story lines that might have been explored in future. Unfortunately the writing and an actor let the show down.<br /><br />The writing wasn't too bad but there were holes. In episode 13, ""Drop Dead Gorgeous"", an incredibly toxic poison was supposedly used to kill the victim. This was so toxic and killed so quickly the victim had no time to run or even scream for help. Yet there was no plausible explanation for how the killer obtained such a powerful poison.<br /><br />In episode 15, ""The Getaway"", the off-duty policeman responded unrealistically. In the second diner scene he (meekly) tells the robber to drop the gun and when she doesn't follow the order, and in fact turns the gun in his direction, he allows it to turn into a standoff and then escalate into a hostage situation  the very situation he'd been warned about. His response should (would) have been to shoot the robber when she failed to follow his order and upon her turning the gun on him. There are other faults in the stories but I'll leave it with these two examples. In spite of the writing faults I did like the show.<br /><br />The other problem I had was that I just could not accept Eliza Dushku in this roll. In my opinion she is too inexperienced and lightweight to carry this part. She never walked anywhere, she marched; and far too often she came to an abrupt stop on her mark. <br /><br />She also lacked any really emotional facial expression or intonation. She either has a pensive look or a cute smile; rarely are other emotions apparent. When she tries to appear dramatic she begins her line looking away and 'then' turns her eyes to her fellow actor. Or alternatively she begins her line looking at her opposite and then looks away. Both are annoying when done as a replacement for true emotion. An example of her lack of intonation is in episode 20, ""Two Weddings and a Funeral"", during her second wedding speech is devoid of emotion (eg. hearts in our hearts).<br /><br />I liked all of the other actors in their respective parts and they were all believable. With improved writing and a lead change Tru Calling might have made it.",negative
Two Hands restored my faith in Aussie films. It took an old premise and made it fresh. I enjoyed this movie to no end. I recommend it to those people who like Guy Ritchie films. Bryan Brown was fantastic and just about perfect in a role tailor made for him. Ledger was adequtely dumb and his performance anchored a very satisfying movie for me.,positive
"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").<br /><br />admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").<br /><br />personally, i think this is the funniest movie i've ever seen.<br /><br />10/10",positive
Smallville episode Justice is the best episode of Smallville ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! It's my favorite episode of Smallville! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,positive
"The show itself basically reflects the typical nature of the average youth; partying and picking up chicks is the common weekend goal at the clubs. People frown upon the show due to its ""perverted"" idea of picking up girls using technique and strategic characterization, but truth be told, practically every young guy is out doing it at the club. Overall, the show really appeals to the younger population, as we like to see the outcome of a ""player's"" performance at the club, as the show offers a comical approach made possible by the judging panel. <br /><br />10/10; a cool, fun and thrilling series that allows the audience to really interact. Good Job Boys.",positive
"Too bad somebody did not have the smarts to release this movie to theaters. I had never heard of it when it appeared on cable. After the first shock of realizing this is not like any other movie you have seen since Bringing Up Baby you have to let it sweep you along and run with it. Not until it's over do you realize it covers issues that are not only subtle but significant. Alienation, denial, wish-fulfillment, for a start. Cathy Bates owns this movie, she's never been better. The whole cast has the feel of the plot and knows what they're doing without laying on gratuitous hamming, except where it's called for, as with Julie Andrews' bits or Jonathan Pryce's camp videos. If you're not open-minded you won't get it. (See Mark Adnum's bizarre review, which he devotes to adulation of Stephanie Beacham, her career and her brother's OBE for introducing vegetable oil or something to island natives.) Taking that as a cue, I might as well spend time eulogizing Amo Gulinello's stellar cameo as a TV station intern or Jack Noseworthy's shower scene. So, cast aside all previous concepts of film comedy and have a good time. I loved it.",positive
"According to the book The Last of the Cowboy Heroes which is about Joel McCrea, Audie Murphy, and Randolph Scott, the author says that Albuquerque was the only film he personally did not review because he claimed it was lost. Hadn't been seen in years.<br /><br />Good thing for western fans somebody was doing some spring cleaning at Paramount because a print was apparently found and now it's out on the open market. Albuquerque is a pretty good western too with Scott involved in a family feud with Uncle George Cleveland.<br /><br />George Cleveland sends for his nephew Randolph Scott with the intention of making him part of his freighting business, headquartered in the fast growing settlement of Albuquerque. Cleveland is more than just a business owner, he's the town boss which he runs from a wheelchair. He even has the sheriff in his pocket. <br /><br />Randolph Scott is not a cowboy hero for nothing. That includes not backing relatives up when they're villains. He goes to work for a rival outfit headed by brother and sister Russell Hayden and Catherine Craig.<br /><br />Cleveland is full of all kinds of tricks and he even sends for a western Mata Hari in the person of Barbara Britton to worm her way into the confidence of his rivals. Barbara's great as the homespun vixen who develops her own agenda.<br /><br />Randolph Scott's original home studio was Paramount, it was where his first studio contract was with. Albuquerque marked the last film he ever did for Paramount and they gave him a good one.<br /><br />Note also Lon Chaney, Jr., who is George Cleveland's chief henchman, a rather loathsome bully of a man and Gabby Hayes, who is just Gabby Hayes.<br /><br />Albuquerque must have been loved by Republicans across the nation in 1948 with its chief villain as a town boss who rules from a wheelchair. A certain Democrat from a wheelchair had made hash of them for four straight presidential elections and he was gone. They had high hopes of winning the White House that year too, but things went awry and they had to settle for an ersatz boss getting his comeuppance in Albuquerque. I'm not sure why Cleveland was in a wheelchair since nothing was really made of it in the plot. My guess is he was injured and played the part that way because he had to.<br /><br />Still Albuquerque must have had great appeal to the GOP market.",positive
"I am a huge Michael Madsen fan, so needless to say, i bought this movie without even renting it or anything... This movie was so horrible, i didn't even take it back to the store, i wouldn't want anyone else to be subjected to this human poison, i just threw it in the trash, never mind the money, it was worth the price to be able to throw it away. The acting wasn't that bad, it wasn't good or anything. The story was horrible, and the ending was something i despise. He was a broken man, alcoholic. his life was a bunch of junk. i thought his horse, peanuts, was an awful device to show his childhood innocence, a dog would have been much much better. i also hate religion, so this ending without a doubt angered me. Jesus heals all... i hate that i know people just like this that are huge Christians and catholics, and time will show that god doesn't heal all, or anything. It was a horrible movie, if u have the option to see it, pass, or better yet buy it, or rent it, and throw it in the garbage, and leave the coffee grounds on it in the morning",negative
"Hint number one - read the title as ""the Time of the Mad Dog,"" or perhaps dogs. This is a pretty good ensemble piece (look at the cast and rent it - you know you're curious already), and first-time director Bishop gives them their chance, taking his time, letting the characters interact and chew the scenery as they wait - not enthusiastically - for the return of ""the big boss"" and whatever revenge ensues.<br /><br />For some of us, the highlight is seeing Christopher Jones after his self-imposed exile from films; he remains a commanding film presence. And yes, with Christopher Jones, Larry Bishop and Richard Pryor involved, this IS the ""Wild in the Streets"" reunion party!",positive
"A bickering, American family, vacationing in the west, discover a strange ghost town in the middle of the desert. Little do they know that this ghost town was once a test site for nuclear bombs, and a deadly presence is stalking them. I generally love mystery-horror films like this. ""Cube"", Spielberg's ""Duel"" and ""The Birds"" are all great examples of movies that give no answers but nonetheless leave us intrigued and wanting more. Apparently, ""Disappearance"" writer/director Walter Klenhard was trying to make just that kind of film, and whether or not he succeeded is up to the viewer. I personally think he got about half way there, then the film just sunk.<br /><br />The actors are all kind of just ""ho-hum"". Their not especially bad but we as an audience never really feel their fear and they react to situations in unrealistic ways. Is anyone else absolutely SICK of characters just walking out off to investigate strange sounds?!?!? At least give them SOME kind of justification for doing so!?!?!?<br /><br />As far as made-for-TV films go it's an above average fair for sure. Director Klenhard Should be commended for really milking the desert environment for everything it offered and some of the setting were striking. There's a really cool scene where two characters find an old nuclear test ground were the sand had been completely melted to glass for as far as the eye could see. I wonder if that was real<br /><br />No gore to speak of, and the 'creatures'or what ever the hell it is that's after these peopleare never shown, not to mention that we are never even given a real clue as to what they are (Mutants, aliens, ghosts or ancient evil Indian spiritsOh, that really narrows it down for us!) or where the come from. <br /><br />There are lots of clichés here, too. Why is it that towns-folk in these kinds of films are always really, really dumb? Why is there always an old guy everyone thinks is crazy that turns out to be correct? Why? Why? Why? How 'bout a NEW scenario, folks! <br /><br />""Disappearance"" tries to be different and intelligent but ultimately fails in that in many ways it's too familiar to us fans of direct-to-video horror fodder. Hey, I've seen much worse films, and disappearance ain't bad, it's just too Average.<br /><br />4/10.",negative
"I really liked the Movie ""JOE."" It has really become a cult classic among certain age groups.<br /><br />The Producer of this movie is a personal friend of mine. He is my Stepsons Father-In-Law. He lives in Manhattan's West side, and has a Bungalow. in Southampton, Long Island. His son-in-law live next door to his Bungalow.<br /><br />Presently, he does not do any Producing, But dabbles in a business with HBO movies.<br /><br />As a person, Mr. Gil is a real gentleman and I wish he would have continued in the production business of move making.",positive
"When I first rented Batman Returns, I immediately thought it was going to be less than exceptional. I mean, Jack Nicholson was undoubtedly the best part of the first, so without him, how could there be a good movie? Simple, throw in Danny DeVito.<br /><br />Batman Returns is an arguably more dark movie than Batman. There are more villains here, less actual dark comedy in a lot of aspects, and more nerve-striking issues. However, the music is similar to the first if not darker. The scenery is definitely more depressing than the first, every detail right down to the time of year. This movie follows the same comic-style format we came to love in the first Batman.<br /><br />Now for the performances. Michael Keaton thankfully returns as Batman/Bruce Wayne. He was great in the first movie, and just as much in this sequel. There was not enough screen time in the world for Keaton as Batman, need MORE! Danny DeVito gave an award-winning performance as The Penguin, the most grueling, disgusting, lovable, angry, evil, sad, pathetic villain ever to grace a superhero movie. You hate him so much yet feel so bad for him at the same time. And it explains him down to the last detail too, making it all the more conflicting. Michelle Pfeiffer was excellent as Catwoman/Selina Kyle. Two completely different personalities in one. She actually got a good amount of back story as well. Christopher Walken didn't disappoint as Max Shreck, the greedy, judgmental, selfish CEO of the power company. Michael Gough also thankfully returns as the lovable Alfred, and he was just as good here as well. Pat Hingle also returns as Gordon, although I feel he was really never in the spotlight.<br /><br />With lots of great twists and sub-plots, Batman Returns is sure to please any fan of the original.<br /><br />9/10",positive
"Anyone looking to learn more about the development of skateboarding should find Dogtown and Z-Boys adequate research material. This is not to be confused with Lords of Dogtown, that sorry Hollywood attempt to cash in on the success of the original Dogtown revival. <br /><br />Directed by Stacey Peralta, a former Z-Boys himself as well as pro skater and mastermind behind the 80s Bones Brigade, and co-written with skateboarding photojournalist Craig Stecyk, this documentary traces how a group of surfing kids from Southern California's mean streets (known as Dogtown) who formed the Z-Boys skateboard team (actually there was one girl--Peggy Oki) revolutionized skateboarding. The film contains interviews from nearly all of the Z-Boys (Chris Cahill's whereabouts are unknown) with the most noteable being bad ass Tony Alva and the youngest, Jay Adams, who's talents (along with Perlata) seemed to transcend the rest of the teams. There are interviews of the team's (and the Dogtown shop) founders, surfboard designer Jeff Ho, Skip Engbloom, and Craig Stecyk. There are also interviews of folks like Tony Hawk (obviously), Ian McKaye (Fugazi), and Henry Rollins, who were young kids in the 70s when Dogtown was making it's influence on skateboarding (skateboarding was a whole other context in previous years as the documentary explains). <br /><br />It really shows you not only who the Dogtown team was and how they formed, but why their style changed not only skateboarding tricks (pool skating became immensley popular, and thus gave way to vert skating), but also facilitated the sport (though not into the extreme commercialism it is today) as more than just the fleeting fad it had been earlier as these surfing kids who's waves ran out in the early morning needed ways to spend their time and eventually got into skateboarding. The days of Russ Howell and Alan Gelfand were long over as the Dogtown, at least through the publicity of their skate team, paved the way for the new generation of skaters. Because Dogtown got all the attention, they were able to push skating to the next step.<br /><br />It's a great documentary in the way that it is put together, though Stacey Peralta always knew how to do this even when producing the Bones Brigade mini movies/skate demos like ""Ban This"" and ""Search for Animal Chin."" Narrated by Sean Penn, the film is accompanied by a fantastic soundtrack, contains lots of terrific archive footage, and lots of interview to give you a genuine feel of who the Z-Boys were and how they made their mark on skateboarding.",positive
"With Knightly and O'Tool as the leads, this film had good possibilities, and with McCallum as the bad guy after Knightly, maybe some tension. But they threw it all away on silly evening frill and then later on with maudlin war remnants. It was of course totally superficial, beautiful English country and seaside or not.The number one mistake was dumping Knightly so early on in the film, when she could easily have played someone a couple of years older, instead of choosing someone ten years older to play the part. They missed all the chances to have great conflict among the cast, and instead stupidly pulled at the easy and low-cost heartstring elements.",negative
"I saw this performance on TV and taped it. My daughter played it over and over again. I loaned out at work and everyone just loved it. It is just brilliant physical comedy. Bill made an appearance here in California, (he was working and living in New York) and performed the Regard of Flight on stage. I was able to take my daughter and her girlfriend to see this brilliant performance.<br /><br />Bill was awarded a Federal endowment, and my daughter wrote him a letter of congratulations, and Bill was so kind to write her a note back and enclose a photograph.<br /><br />People ask me, and I can't decide if he is a comedian, and actor, or a clown. Actually he is all three. I really wish this was on DVD, my tape is lost.",positive
"James Bridges' ""The China Syndrome"" is a first rate thriller; a model for those who want to make a genuinely terrifying thriller but don't know how.<br /><br />Most thrillers end with the standard shoot-em-up and chase that ends with the villain getting what he/she deserves. But Bridges understands that such a standard finale isn't the case in some scenarios. ""The China Syndrome"" is thrilling in a way no one would expect. It has the type of ending that's so unexpected, but yet so logical.<br /><br />The film stars three (then) current Oscar winners: Jack Lemmon (Best Actor 1973 for ""Save the Tiger""), Jane Fonda (Best Actress 1971 and 1978 for ""Klute"" and ""Coming Home"" respectively) and Michael Douglas (Best Picture 1975 for producing ""One Flew Over The Cuckoo's Nest"". This isn't your standard ""spot the star"" flick that became so popular in the 70s. The acting is so solid and strong that we forget who's playing the roles and believe that the characters are real people. That's a testament to the collective ablities of all three actors. They may be stars, but they're actors first.<br /><br />There is no music score in the film. Asides from a few background songs from jukeboxes or TV shows, there is nothing. Bridges doesn't allow any directorial style to come through on screen. He is simply presenting the material straightforward. With a strong dramatic story like this, we don't need a score to distract us. It kind of strikes me as a predecessor to the Dogma 95 filmseries started by Lars Von Trier in 1997. It focuses on the characters and story rather than style.<br /><br />The story is about a nuclear power plant located in Southern California. **SPOILER** An accident appears to have happened and basically the film is about Lemmon,Fonda and Douglas try to expose the truth. In a way this is not a spoiler, since the trailer, TV spots, video boxes and reviews all give this away. But from this seemingly simple premise, a surprisingly complex morality play springs and the suspense comes from human nature and the actions of people rather than a villain framing another guy (although this is an element in the film). That's what makes ""The China Syndrome"" so good.<br /><br />**** out of 4 stars",positive
"Oh, dear lord.... They've turned what was a fairly thought provoking movie into a swaggering testosterone fest.<br /><br />The original 1971 version of this movie was beautifully vague about our hero Kowalski. He was a man trying to drive from Denver to San Fransisco to win a bet. Why was he willing to risk his life for the price of a handful of uppers? We're not really sure.<br /><br />We had a few flashbacks that gave us the picture that he was an adrenaline junkie, and presumably he had led his entire life trying to make it to the vanishing point. That point you see off in the distance where the left and right shoulders of the road come together, and the road itself vanishes. He lives only to be free, and means no ill on anyone. We saw several times when there were accidents he stopped to make sure the other driver was okay before moving on, even the cops that were chasing him.<br /><br />When he saw the futility of his quest he took his life rather than be arrested and live a life of captivity. He died like he lived, running wide open.<br /><br />In the remake Kowalski has a whole history (including a first name, even.) He's trying to get to the hospital where his wife is suffering from complications to her pregnancy. He is a devoted husband, and excited expectant father. He comes to the decision to take his life after hearing his wife died in delivery, but they even leave THAT in question when they suggest that he may have jumped out of the car before it ran into the bulldozers. They even gave the part of ""super soul,"" the blind DJ (brilliantly portrayed by Clevon Little in the original) to JASON PRIESTLY?!?!?!?!?!? Give me a break.",negative
"I once thought that ""The Stoned Age"" was the worst film ever made... I was wrong. ""Hobgoblins"" surpassed it in every way I could imagine and a few I couldn't. In ""The Stoned Age"" I hated the characters. In ""Hobgoblins"" I hated the actors... and everyone else involved in creating this atrocity. I won't include a teaser to this film, I'm not that cruel. I couldn't subject innocent people such as yourselves to such torment. In fact, any discussion of plot pertaining to this film is senseless and demeaning. Words I would use to describe this film are as follows: insipid, asinine, and ingenuous.<br /><br />In conclusion, PLEASE don't watch this film. I beg of you, from one movie lover to another... no, from one human being to another, PLEASE. For the sake of your own sanity and intellect DO NOT WATCH IT. Destroy any copies you come across.",negative
"REIGN OVER ME (2007) *** Adam Sandler, Don Cheadle, Jada Pinkett-Smith, Liv Tyler, Saffron Burrows, Donald Sutherland, Robert Klein, Melinda Dillon, Mike Binder, Jonathan Banks, Rae Allen, Paula Newsome. At times affecting and at times middling dramedy about a thoroughly depressed man who lost his family on 9/11 (Sandler in his best role since ""Punch-Drunk Love"") who winds up re-united with his old college roommate and friend (Cheadle continuing to do impressive work with every role to date), a well-to-do dentist who seems to have it all  family, wealth, happiness  but really sees an ally in freedom with his troubled friend's own personal life offerings. Written and directed by Binder (who co-stars as Sandler's former-best friend and acting accountant) with equal parts humor and genuine heartache the film works best when the two stars share the screen until the last act falls into an almost movie-of-the-week treacle with to tidy a solution to the matters at hand.",positive
"My goodness. This movie really really shows the talents of actors. Billy Connelly flexes his acting muscle. Truly an amazing man, if you look at him in Absolution as a rebel, Boondock Saints as a madman/killer, and then finally in Fido as a zombie! His character in Fido looks from cute to frightening, absolutely fabulous! Cariie Ann Moss is no hack either! Jumping in career from Matrix and Momento as a darker character, to a heart warming conservative 1950's housewife! Rare these days to see actors being able to not be so type-casted.<br /><br />Now onto the storyline (No Spoilers, don't worry). This movie would make Max Brooks (Author of Zombie Survival Guide & World War Z) happy with joy! Finally a well done twist of zombies and comedy.<br /><br />If you like zombies, if you don't like zombies, if you are just bored, or if you are too busy, go see this movie!",positive
"Probably the best comedy in a long time. keeps you laughing nonstop! the acting is good and there are a lot of hilarious cameos such as Ben stiller as the guitar store guy. The plot wasn't as good as i had hoped but the comedy makes up for that. I can only hope for a sequel cause it seems like they can still do so much more. Even though it was 1 hour and 40 minutes long i still wanted more at the end :) also there is a scene after the credits which is actually one of my favorite parts of the movie!! I suggest this to anyone who loves a good comedy and Definitely suggest it to fans of The D or Jack Black. You should buy the album also, the songs are so damn catchy and hilarious, the music on it is Top Notch as well.",positive
"My favourite story from 'tales from the crypt'. Brion Jones was born to play the part of the maniac lumberjack,axe swinging madman Steve Dixon.Having seen him before in Tango&Cash I can state this actor never got the proper credit he deserved. A jealous husband takes offence in his wife showing an interest in a hunky young worker he's just employed.And you know when Dixon finds out there's gonna be hell to pay!The young worker Ted(Billy Wirth)receives an almighty beating from Dixon leaving him blind.Now how is a blind lumberjack supposed to work? A tribute to black humour if there ever was one! The co stars do a pretty good job too supporting Ted when Dixon when he has his initial suspicions about his wife desiring another man.Dixon's behaviour making the bond stronger closer between the colleagues.One even stated he became a changed man when he got married.Though Ted should have done the wise thing and left when he could!",positive
"Tenshu is imprisoned and sentenced to death. When he survives electrocution the government officials give him a choice to either be electrocute at a greater degree or agree to some experiments. He chooses the experimentation and is placed in a large metallic cell with a bad ass criminal who also survived the electrocution. They can have whatever the want in the room (within reason), but they can't leave. after a few days there meals are cut down to one per day and the room temp is set up too 100. After some more alarms are sounded at intervals so they can't sleep. One day a 'witch' come into their cell (albeit a glassed off portion) What happens next I'll let you find out. I may be in the minority here but I liked the build up, it was intriguing to me. Now if the payoff was half as good as the build up was I would have rated this so much higher.<br /><br />My Grade: C+ <br /><br />Media Blaster's 2 DVD set Extras: Disc 1) Director's Cut; Trailers for ""Versus"", ""Aragami"", ""Attack the Gas Station"", and ""Deadly Outlaw Rekka"" Disc 2) Theatrical Cut; Commentary with Hideo Sakaki, Ryuhei Kitamura, Sakaguchi Takuand Tsutomu Takahashi; Cast and crew interview; Making of; Original Trailer; and Promo Teasers",positive
"Hitchcock is a great director. Ironically I mostly find his films a total waste of time to watch. I admire Hitchcok on a purely visual and technical level.<br /><br />First the positives. Hitchcock invented the notion of the probing camera. The curious eye that is able to withhold or search for information. It isn't exactly a new visual grammar but it was revolutionary then.<br /><br />Secondly, Hitchcock pretty much perfected the thriller and chase movie. He has an economical style and is always thinking of the audience. He gives them regular thrills, regular jolts of humour and regular shocks. In short, he anticipates the audience's base needs and plays them like a fiddle.<br /><br />Unfortunately, the base needs of a human being are mostly stupid. Food, sex, the thrill of danger and a little comedy. Hithcock caters for all these needs on screen, with the exception of food, which, judging from his size, he catered to off screen.<br /><br />It's this pandering to the audience that sabotages most of his films. A second downside is that most of Hitchcock's camera work and visual grammar are now common place. What keeps his films watchable are the simple economy of his tales, the intelligence of his camera work, and his skill at crafting tense action set pieces.<br /><br />So on to ""Saboteur"". This is a light-hearted romp in the vein of ""The 39 Steps"". It jumps from sequence to sequence, until it concludes at the typical Hitchcock final act set piece.<br /><br />On an emotional level, the relationship between the leads is not up to par with Robert Donat and Madeleine Caroll in ""The 39 steps"". Hence the whole story lacks a certain energy. The plot simply rumbles on like a machine, desperately depending on the addition of new scenes. And new scenes only bring us nearer the end, since it's not clear if the hook is the hero's escape from the police, from the villains or his action to stop the plotted sabotages.<br /><br />There are the usual Hitchcock logic flaws. For example, a guy with handcuffs frees himself using a car fan belt etc. (Why doesn't he just drive away in the car? Surely handcuffs aren't that restrictive? He's able to swim in them, after all!)<br /><br />If you want a better Hitchcock wartime propaganda flick from the 40's, I would advise you watch ""Foreign Correspondant"". They are both silly chase movies with a catchy finale, but ""Foreign Correspondant"" makes great use of umbrellas and tulips, something Spielberg rips off nicely in ""Minority Report"".<br /><br />7.5/10 - Some good set pieces. Beyond that, however, there's nothing much to sink your teeth into.",negative
"An American In Paris is an integrated musical, meaning that the songs and dances blend perfectly with the story. The film was inspired by the 1928 orchestral composition by George Gershwin. <br /><br />The story of the film is interspersed with show-stopping dance numbers choreographed by Gene Kelly and set to popular Gershwin tunes. Songs and music include ""I Got Rhythm,"" ""'S Wonderful,"" and ""Our Love is Here to Stay"". It set a new standard for the subgenre known as the ""songbook"" musical with dozens of Gershwin tunes buried in the underscore. The climax is ""The American in Paris"" ballet, an 18 minute dance featuring Kelly and Caron set to Gershwin's An American in Paris, featuring an Impressionistic period daydream in the style of various painters, is one of the longest uninterrupted dance sequences of any Hollywood film. The ballet alone cost more than half a million dollars, a staggering sum at the time.<br /><br />It's funny to think of such a work of art being born over a pool game between film producer Arthur Freed (SINGIN' IN THE RAIN, WIZARD OF OZ, ON THE TOWN, MEET ME IN ST. LOUIS and THE BAND WAGON) and Ira Gershwin. It was Freed's idea to buy the title so he could use if in a film about Paris and Gershwin's idea that it would only use Gershwin music.<br /><br />Original cast was to have Cyd Charisse but she discovered she was pregnant before shooting began. A major reason Gene Kelly suggested Leslie Caron as the female lead was because he felt this movie needed a ""real"" French girl playing Lise, not just an American actress playing one. Gene Kelly discovered Leslie Caron while vacationing in Paris where he saw her perform in a ballet. When she got the call to audition, she said, ""Who's Gene Kelly?"" According to Leslie Caron, her introductory dance sequence, which included a seductive dance with a chair, was considered too suggestive by some censors. Gene Kelly directed the brief fantasy dance sequences shown as Lise is introduced.<br /><br />Vincente Minnelli first wanted Maurice Chevalier in the Georges Guétary part, and 'Celeste Holm' in the 'Nina Foch' part.<br /><br />Minnelli was a groundbreaking director of musicals with Meet Me in St. Louis (1944), An American in Paris, and The Band Wagon (1953). He used color and songs in ways they hadn't been used before. He used space and time imaginatively. Best of all, though, he allowed himself to cut loose for the long ballet sequences that end all his movies. The ballet in An American in Paris may be his best work.<br /><br />Even though Vincente Minnelli is credited as the sole director, he was sometimes tied up with his divorce from Judy Garland and other directing projects, leaving Gene Kelly to take over the directing duties.<br /><br />Other highlights include Guetary's rendition of ""Stairway to Paradise""; Oscar Levant's fantasy of conducting and performing Gershwin's ""Concerto in F"" (see why it was Oscar Levant's favorite.)<br /><br />The ballet sequence, now that we know it was successful everybody now wants to take credit for it, Freed, Minnelli, Kelly but before the film was completed the New York office of MGM said no to spending a half million dollars on a ballet. So Freed went to studio head Louis B. Mayer himself and got him to agree, New York said no. Finally Gene Kelly showed the New York office how a British film, THE RED SHOES used a long ballet sequence and that film became a world wide hit  and is still considered today the premium example of a successful art film. Well the financial guys finally gave in and signed the checks.<br /><br />There was a break in production after 1 November 1950, at which point Gene Kelly began rehearsing the ballet choreography. By the time production for that final sequence resumed on 6 December, Vincente Minnelli had finished directing another film - Father's Little Dividend (1951).<br /><br />Irene Sharaff designed a style for each of the ballet sequence sets, reflecting various French impressionist painters: 'Raoul Dufy' (the Place de la Concorde), Edouard Manet (the flower market), Maurice Utrillo (a Paris street), Henri Rousseau (the fair), 'Vincent Van Gogh' (the Place de l'Opera), and Henri de Toulouse-Lautrec (the Moulin Rouge). The backgrounds took six weeks to build, with 30 painters working nonstop.<br /><br />Roger Ebert said after viewing the recent restoration, ""An American in Paris has many qualities, not least its famous ballet production number, with Kelly and Leslie Caron symbolizing the entire story of their courtship in dance."" An American In Paris is often compared to SINGIN' IN THE RAIN as to which it the greatest musical ever made, and one critic put it best when he said, ""SINGIN' IN THE RAIN makes me happy and An American In Paris makes me feel good."" The ballet represents Kelly's fantasies as depicted by the great French artists (Renoir, Rousseau, Lautrec, Dufy) he admires. Arranging a screening for the then ailing Raoul Dufy, the actor and producer ducked out until the end credits. There, relieved, they found the artist, moved to tears, requesting a second helping of the sumptuous finale.<br /><br />The film was also the first to win a Golden Globe award for Best Motion Picture (comedy or musical.)<br /><br />Gene Kelly received an honorary Academy Award that year for ""his versatility as an actor, singer, director and dancer, and specifically for his brilliant achievements in the art of choreography on film."" It was his only Oscar.",positive
"I do not fail to recognize Haneke's above-average film-making skills. For example, I appreciate his lingering on unremarkable-natural-day-lighted settings as a powerful way to force a strong sense of realism. However, regarding the content of this film, I am very sad to see that in the 21st century there is still an urge to pathologize domination-submission relations or feelings (and/or BDSM practices). The problem that the main character has with her mother is unbelievably topical as is the alienation and uncomprehension felt by Walter (I don't mean the frustration of a lover which is not loved back in the same way, which is understandable; I mean that he looks upon her as if she were crazy, or as if he was a monk, come on!). I mean D/s is not something new in the world and I think it is rather silly to treat the subject as if it were something ""freakish"" or pathological; it isn't. In general, films dealing with this subject are really lagging behind the times.<br /><br />So, for me, I feel that this film ends up being quite a programmatical film, worried with very outdated psicoanalitical theories (isn't it nearly embarrassing?), and that does not really relate with real-life lives and experiences of those engaged in D/s relationships (personal experience, forums, irc chatrooms even recent scholar studies will show this).",negative
"I didn't expect much from this film, but oh brother, what a stinker.<br /><br />I found this gem in a giant crate of awful $5 DVD's at Walmart (where else)? As cheap as this disc was, I feel ripped off. The special effects had a high school look to them, the camera work marred by wobbly tripods and sketchy lighting and the acting was a perfect example of the 'Christian School'. One can imagine the long and exhausting 'prayer meetings' by the production company after seeing the rushes come back - the people who bankrolled this thing must have had seriously anti-biblical feelings towards the inept production company that cranked this thing out. Think of their anguish as they saw their $914.86 investment go up in smoke.<br /><br />Someone asked why Christian movies are so bad - perhaps the Xian film-makers need to look at GOOD movies and attempt to copy some of the things that make them so good. Believable stories and characters, less hysterical arm-waving and fanaticism, oh, and a story that appeals to -everyone-, not just true believers. I.e. Stop The Sermon, Save It For Church. Take the Omen or Prophesy series, for example. Excellent films with compelling story lines, great cinematography and intense music. No hysterical arm-waving. No preaching.<br /><br />If this film had a laugh track it would have been MUCH better.",negative
