"","review","sentiment"
"7986","I think that Toy Soldiers is an excellent movie. It's one of the only movies that, aside from some well known actors, has an unknown cast that can actually act. In my opinion, the plot is captivating. It keeps your attention without having an outrageous story that couldn't possibly happen in real life. I think that everyone would enjoy this movie. Sean Astin always seems to pick the perfect movies to be in that showcase his talent. He's very underrated and doesn't get the recognition that he deserves. Other movies that he has been in other actors have been in the spotlight but this movie and Rudy really showcase him because he is the main character in both. I hope that he someday gets the accolades he deserves for his acting. If you want to see a great movie you need to check this one out and if you are a Sean Astin fan you will definitely like this movie.","positive"
"31493","The first time I saw this episode was like a shock to me, it was actually the first time I saw ""24"". The speed things are happening is amazing, and it's so surprising, thrilling, and even interesting, it's almost as if you are reading a book; once you start it, it's very hard to stop. From the minute Richard Walsh was talking privately to Jack about the possibility that they have a mole inside CTU, I was sitting 6:40 hours, which means 10 episodes!!! (Sounds funny and crazy, but I'm the kind of guy which when he is interested he just can't stop)This series is one of the best of it's kind. And it's build in a way of having a few different stories that are being connected together. Recommended in every way!","positive"
"46015","This is the sort of thing that only now thrills the film eggheads. After all, Feierstein's Flex Crush will have you know that Real Men don't watch anything by Truffaut. <br /><br />It might have been interesting if Truffaut had anything to -say- here. The camera-as-voyeur motif was nothing new. Have we all forgotten De Sica's ""Bicycle Thief""? Or anything by Hitchcock?<br /><br />So all we get is the extended metaphor of the juvenile as Truffaut, who spends all his free time 'screwing up his eyes' at the movies, who wrecks schoolroom discipline, gets accused of plagiarism(the many petty thefts), and ultimately escapes societal confines to make 'his own movie'. Sorry...been there, done that too many times for this to matter.","negative"
"19908","True, the idea for this TV series may have sprung from the immense success which Ally McBeal is enjoying worldwide, even here in Germany. However, this said, Edel & Starck is very different from Ally McBeal in many ways.<br /><br />The two main characters work beautifully together. Felix Edel (Felix Noble), played by well-known German actor, Christoph M. Ohrt and Sandra Starck (Sandra Strong - Noble & Strong, get it ???), played by charming Rebecca Immanuel, exchange quick romantic repartees and continually spy on each other while engaging in sitcom-like criminal cases in Berlin and surroundings. Further, they are aided by a magnificent cast of co-stars, most notably their secretary, played by Isabel Tuengerthal, who is a rare gem with GREAT comic potential. Also the shady wheeler-dealer, Otto, and the noble childhood pal of Felix, Frank, work very well, not to forget Sandra's best friend and room-mate, Patricia, played by the beautiful Barbara Demmer.<br /><br />All-in-all a joy to watch on Monday nites: no wonder that the series and its stars have received several prizes. Will Felix get Sandra ?<br /><br />I hope that we will have to wait for many more episodes to find out......","positive"
"22930","Very tightly written, acted, and filmed. Violent, but not too much so. Whoever edited this knew exactly what he wanted to portray. There isn't a wasted scene in this movie. ""The Usual Suspects"" was superb ensemble acting; this is a collection of outstanding individual performances. I rarely buy movies, but this one is worth owning.","positive"
"348","Riding high on the success of ""Rebel Without a Cause"", came a tidal wave of 'teen' movies. Arguably this is one of the best. A very young McArthur excels here as the not really too troubled teen. The story concentrates more on perceptions of delinquency, than any traumatic occurrence. The supporting cast is memorable, Frankenheimer directs like an old pro. Just a story of a young man that finds others take his actions much too seriously.","positive"
"20928","The many other comments about the film say it all - just like to add that we showed it last week to around 30 at our Community Cinema, and it got an overall average score of 8.6. We'd 100% recommend it, then, for today's audiences, especially if they can see it on a real cinema screen, and can talk about it with others afterwards, as our audience did.<br /><br />The sheer power of the acting performances by the whole troupe was incredible and quite spellbinding. Of course, Finney and Courtenay were truly the stars. but everybody was thoroughly well cast. For our afternoon audience, the majority of whom are ""senior citizens"", the fact that the plot could be followed with such ease because of the clarity of speech and the wonderful non-techy use of camera and sound was a great influence<br /><br />How delightful, many said, to see a really great film that's British: still not dated twenty years on: not full filled with blood & guts: not confusing because of bob-about-all-over-the-place camera shots, and back and forth through time story lines: no seedy sex scenes. Such views were even uttered by some who were younger.","positive"
"47893","I remember when I was five and my parents thought it was a regular cartoon movie....except when the bras and bullets started flying. I have to agree this movie will make anyone and everyone upset because it is set to discriminate everyone and anyone....but the truth is it is funny as hell as it is deep. I recommend this to anyone who likes cult classics. Also try Fritz the cat and the NINE Lives of Fritz the Cat. If I'm correct Ralph Bashki did that movie too.It involves a cat that goes through hard times with family, streets,jobs , etc. When I was old enough I rented all of these movies out. Because Coonskin was an offensive title during that era it was also labeled as Street Fighter. Ralph Bashki also made Cool World starring a very young Brad Pitt. Heavy traffic was another cartoon that dealt with the street life of a young man.","positive"
"27750","I was surprised that I liked this movie. But it reminded me of a 2004 version of the first Friday the 13th. There were a number of cheesy elements, yet at the same time there were many cool ones. The story line was good--predictable if you have seen more than one or two horror movies, but full of one-liners to make it worthwhile. There are some memorable scenes worth watching. A few issues I had with the plot had to do with the continuity of the characters. For instance in the opening scene the scarecrows (which were humans on stakes, whose blood was drained to grow the crops), looked very real, but later in the film they looked more like fake scarecrows wearing blue colored masks. There were more than several gaps in the plot, and the acting was mediocre, but at least it sounded like how real people talk, unlike Hollywood movies where the dialogue is really fake sounding when you think about it. The culmination of the last scene, when the main character says ""I'm not a Baker, I'm a Connell!"" and lops the head off of the scarecrow is satisfying, as his friends have for the most part been killed off by these creatures at that point.","positive"
"1475","Samuel Fuller is hardly one of America's great directors. I'm not sure he qualifies as one of Hollywood's great craftsmen. But he certainly ranks up there with the best of Hollywood's true professionals who were willing to march to their own music. During the time he worked for Hollywood studios, he knew how to take an assignment, shape the middling material handed to him and then turn it quickly and efficiently into something usually better than its parts...on time and on budget. Pickup on South Street is a case in point. On the surface it's one more of Hollywood's early Fifties' anti-Commie movies, complete with appeals to patriotism, a hard-boiled hero and a slimy (and copiously perspiring) bad guy. Fuller turns this bag of Hollywood clichés into a taut, exciting drama with any number of off-kilter twists. The hero, Skip McCoy, is a three-time loser, a petty crook with soft fingers who doesn't change his stripes until the very end. The girl in the caper, Candy, has a level of virtue that would be easy to step over if you're so inclined. One of the most appealing characters, Moe Williams, is a stoolie. And in an unusual approach to Hollywood's battle against Commies, the appeals to patriotism fall on deaf ears; the hero isn't motivated by anything so ennobling. He just wants payback for a personal reason, and winds up becoming...at least for now...a good guy. <br /><br />Plus, all the actors were mostly assigned to Fuller by the studio. He had to make do. Richard Widmark by now had established his presence as an actor and star, but Jean Peters is a surprise. She gives a fine portrait of a woman sexy and dumb, and no better than her boy friends...or her clients...want her to be. And Richard Kiley, who later would become a two- time Tony award winning star on Broadway, is convincingly slippery and cowardly. It's hard to remember that he was the actor who inflicted on us, I mean introduced to us, ""The Impossible Dream"" from Man of La Mancha, <br /><br />More than anything else, this tale of a pickpocket who picks a purse in a subway car and finds himself with microfilmed secrets instead of cash, pursued by the Feds and the Commies, moves straight ahead with great economy. The whole enterprise, with a classic noir look, only takes 80 minutes to tell. The dialogue, with Fuller as screenwriter, has that party corny, partly pungent hard-boiled pulp fiction style. ""That muffin you grifted...she's okay,"" one character says to Skip about Candy. Fuller moves us just fast enough from scene to scene to keep us hanging on what will come next. Then Fuller throws in the character of Moe Williams. All of a sudden the story ratchets up to a whole new level of interest, part comedy relief and part sad inevitability. <br /><br />The thing I like best about the movie is how the opening exemplifies Fuller's talents and strengths. In 2 minutes and 15 seconds, starting right after the credits, Fuller is able to instantly power up the movie, to establish for us what the story is about, and to show us what kind of characters -- Skip and Candy -- we're going to be involved with. And he does this with so much enticing curiosity in that hot, packed subway car that we can just about feel Fuller setting the hook to catch us. <br /><br />Says Glenn Erickson, in my opinion one of the best of movie critics, ""In what should be an inconsequential story, Sam Fuller defines his peculiar view of Americanism from the bottom up: stiff-necked, aggressive self-interest that when fully expressed recognizes what's wrong and what's right and isn't afraid to fight for it. As always in his work, the individuals who fight the hardest for their country are the ones least likely to benefit from the effort."" He's right, and it makes for a movie still vivid after 55 years.","positive"
"11318","There's not really that much wrong with Crash of the Moons. Basically it's a few episodes of Rocky Jones, Space Ranger merged into a film. It is extremely dated, however. Winky's treatment of Vena is a good example of this. One has to remember that it was geared to be shown to children in the 1950's. In this respect, it succeeds. If you like children's sci-fi from the 1950's, go ahead and take a look at it. You'll see John Banner in a pre-sgt. Schultz role. He does a pretty good job in it. All in all, I'd give it a 6 out of 10. Not great, but not bad.","negative"
"14765","The first one meant victory. This one means defeat. It takes place in a Bolivia, there the guerillas are sick and wary and don't meet that much sympathy from the farmers. If you know your 60s history, you understand how it ends. You will understand it even without that knowledge.<br /><br />Del Toro is once again splendid. He goes on building this icon about the revolutionary who remains the same, regardless of success or failure. That's what Guevara is according to the legend, but still it's so well acted.<br /><br />The documentary feeling is there around the icon, which is one of the greatest achievements in this big Soderbergh project. He has succeeded.","positive"
"48562","I saw this movie the other night. I can't even begin to express how much this movie sucked. The writing, the voice acting, even the claymation. Terrible, Terrible, Terrible. It's like watching 24 hours of C-Span for the sake of comedy. It just doesn't work. It literally falls flat at about every spot possible.<br /><br />Also, the movie's animation is very poor quality. I know that this is an movie made by one person, but to think that he could make 97 minutes worth of crap, maybe he could at least make 1 second worth of funny.<br /><br />This show may take the cake for being the worst film of all time. Yikes. It really was that bad. If you're looking for a movie that will make you laugh, steer clear from this abomination. My advice: Don't even buy it, or look it up for that matter. Your brain will than you.","negative"
"1907","<br /><br />However, the ladies of all ages will lap it up, no doubt; at least the opposite sex understand what it is to be a mother, and most of us men try to fathom out what it is to be a father. Whether changing nappies is not at all my favourite occupation and trying to get those bottled baby-foodstuffs into errant toothless mouths must rank very high on household duties preferably left to its mother, has absolutely nothing to do with the matter.<br /><br />Some good interpretations here, and a good story idea; the handling of the matter, limited to rather scanty TV-production concepts, gives the film a rather over-mellowy taste with not much new to offer. An insipid way of delivering the goods, and in the end the outcome is so forseeable during the last 20 minutes or so, even my wife dozed off, and I was jumping up to the computer to get the on-line scoring in the Barcelona-Deportivo match, hoping the away team would do something rather good. They did. This film did not.<br /><br />Better by far is Mike Leigh's magnificent ""Secrets and Lies"" (qv) which touches on the same subject matter, but with Brenda Blethyn playing a far superior part.","negative"
"7393","Feature of early 21 century cinema of lets pit different evil creatures and bad guys against each other. We haven't seen stuff like this since Godzilla v King Kong and the like. Always sounds great on paper when you're splicing up and in a haze of the good stuff you have an inspired idea and see the whole playing out before you like Beethoven's symphonies. Then you come to writing it. Great ideas like all vampires are female. Ergo hot, seductive deadly but in a way I want to perish sort of way. And all zombies are men. well thats what men are like to a woman just after shes been dumped or cheated on right? So it all looks good up to actually making it. Then the rot starts to set in. Mosters have fight. Nothing much happens. Another fight. Philosophical noodling and cods wallop. Eureka we've found how to win. Big fight again and the End. Sounds great doesn't it? If it was made an indie company it would be great. But this is Hollywood with the eye on the bucks: gloss instead of what the fans want. It all could have been gore soaked beautiful.","negative"
"41821","I starred as Eugene Morris Jerome in my high school adaptation of the play and this film definitely doesn't live up to the script or the imagination of Neil Simon. I know this play backwards and forwards and I can honestly tell you that the acting was off, The production was cheesy. The changes in the play's script were poorly done. If you want to really enjoy this play you should see the actual play, not a Hollywood movie adaptation. The Eugene character lacked soul and was overly sarcastic in all he said. The other characters were off key as well. A general disappointment, messy, disloyal to the play, amateurishly executed!","negative"
"32560","As others that have commented around the web... I'm a 130 pilot in the Coast Guard. Having said that, and being the skeptic I am, I went expecting the over-the-top cheese factors. There was some cheese, but all in all, not much.. and the film was pretty accurate.<br /><br />I watched the trailer again today. After seeing the film yesterday, I've realized the trailer gives the impression the movie is nothing but rescue after rescue action scenes. This isn't the case.<br /><br />The movie is truly more character/story driven than action. The inner struggles both Costner and Kutcher are dealing with.. Kutcher's is revealed further into than movie than Costner's is.<br /><br />Of course, there is a minor love story.. no surprise there. But for the most part, the movie tells the tale of two lives that come together, and after some time, help each other heal old wounds.<br /><br />As girlie as it sounds, Costner and, as much as I try not to like him, Kutcher do actually work quite well together and compliment each other very well in the movie.<br /><br />As critics have stated, you've seen it all before.. Top Gun, Officer and a Gentlemen, etc. But what movie hasn't been remade a million times.<br /><br />I can recall only one F word being spoken.. and can't really recall any other language.<br /><br />The movie is 2+ hours, and for some, may tend to get a little long towards the end.<br /><br />You'll laugh, you may cry, but I can honestly say, it was worth the $4 I paid.<br /><br />I hope you enjoy the movie.","positive"
"19565","the first Scanners may not have been a great movie,but at least it was original.there is no such novelty to this one.the acting is worse,in my opinion,and the story is slower and nothing special.i also didn't like the dialogue.and the special effects are no better than in the original.this is movie is inferior to the first one in all ways.the only thing different about it,is that it is loud and chaotic at times.but that doesn't make a good movie.if they had done something better with the story and made it interesting,this could have been a decent movie.i actually couldn't get through it all without fast forwarding through it.to me,this is a forgettable movie,and not much more.despite all that,there are worse movies.being in a generous mood,i'll give Scanners 2 a 4/10.","negative"
"12458","A Walt Disney MICKEY MOUSE Cartoon.<br /><br />STEAMBOAT WILLIE, a mischievous little rodent, neglects his pilothouse and frolics his way into cinematic history.<br /><br />On 18 November 1928, a struggling young genius debuted the world's first successful cartoon with synchronous sound. There would be no looking back for either Walt Disney or his alter ego Mickey Mouse. Financial struggles would remain, but essentially the world was their oyster bed and Mickey would eventually rival Chaplin as the most recognizable cultural icon of the century.<br /><br />As entertainment, STEAMBOAT WILLIE is still fun to watch, featuring fine work by animator Ub Iwerks and showing a Mickey with all the passions & indifference of a small child. He must deal with a tyrannical skipper (Pete, without his peg leg; he had been appearing in Disney cartoons since February of 1925), a wisecracking parrot (in a few years it would be a Duck) and a cute little Mouse named Minnie. Together the two rodents rather callously make music on the live bodies of a goat, cat, goose, piglets & cow (a precursor of Clarabelle) - all of whom happened to be conveniently on board the steamship. Audiences howled for more and the pattern was set for the subsequent Mouse cartoons of the next few years.<br /><br />******************************<br /><br />Walt Disney (1901-1966) was always intrigued by pictures & drawings. As a lad in Marceline, Missouri, he sketched farm animals on scraps of paper; later, as an ambulance driver in France during the First World War, he drew comic figures on the sides of his vehicle. Back in Kansas City, along with artist Ub Iwerks, Walt developed a primitive animation studio that provided animated commercials and tiny cartoons for the local movie theaters. Always the innovator, his ALICE IN CARTOONLAND series broke ground in placing a live figure in a cartoon universe. Business reversals sent Disney & Iwerks to Hollywood in 1923, where Walt's older brother Roy became his lifelong business manager & counselor. When a mildly successful series with Oswald The Lucky Rabbit was snatched away by the distributor, the character of Mickey Mouse sprung into Walt's imagination, ensuring Disney's immortality. The happy arrival of sound technology made Mickey's screen debut, STEAMBOAT WILLIE (1928), a tremendous audience success with its use of synchronized music. The SILLY SYMPHONIES soon appeared, and Walt's growing crew of marvelously talented animators were quickly conquering new territory with full color, illusions of depth and radical advancements in personality development, an arena in which Walt's genius was unbeatable. Mickey's feisty, naughty behavior had captured millions of fans, but he was soon to be joined by other animated companions: temperamental Donald Duck, intellectually-challenged Goofy and energetic Pluto. All this was in preparation for Walt's grandest dream - feature length animated films. Against a blizzard of doomsayers, Walt persevered and over the next decades delighted children of all ages with the adventures of Snow White, Pinocchio, Dumbo, Bambi & Peter Pan. Walt never forgot that his fortunes were all started by a mouse, or that childlike simplicity of message and lots of hard work always pay off.","positive"
"8637","Wow. This was probably the worst DCOM ever. I watched the first half hour and I laughed. Brenda Song plays Wendy, the popular girl with the hot jock boyfriend and stuck up friends who is determined to be Homecoming Queen. She is supposed to save the world as a warrior, and Shin comes to her aid to help her with her Martial Arts. Shin teaches her the skills of a snake, tiger, etc. and she has to learn certain techniques to save the world.<br /><br />This movie is great for kids who want to learn about Martial Arts and the Chinese culture but the acting and casting was horrible.<br /><br />Brenda Song is a comedic actress and I can't see her playing a serious role. It was laugh out loud funny watching her cry over Shin. Shin couldn't act at all, and everything was totally unbelievable.<br /><br />I watched this movie and tried to think of something similar, and the thing I came up with was the Power Rangers. This movie is so fake and the stunts were so Power Ranger-esquire that it was just corny and stupid. The characters weren't likable and I just couldn't stand to watch it. Disney really needs to take time to make some decent movies. High School Musical is the only movie that deserves to be on Disney Channel, along with other movies like Jumping Ship, Color of Friendship, Go Figure, Read It and Weep, & Stuck in the Suburbs.<br /><br />If you like action-adventure and corny jokes, you'll like this movie.","negative"
"42071","Lord David Cecil wrote an interesting book in the 1930s EARLY VICTORIAN NOVELISTS, where he looked at the works of Dickens, Thackeray, Eliot, Trollope, Mrs. Gaskell, Charlotte Bronte, and Emily Bronte. He selected these writers as the popular favorites of the first half of the Victorian period, and he explained their strengths and weaknesses (as he saw them) to the reading public. Some of his comments are quite relevant to this day, but like all criticism it gives an idea of the spirit of the times of the critic's life as well.<br /><br />Cecil thought highly of George Eliot (Mary Ann Cross), who wrote about seven or eight books (including sketches and poetry). But for most modern readers, they are usually acquainted with her shortest book, SILAS MARNER, which is still read in some high school curriculum. The other books, FELIX HOLT THE RADICAL, DANIEL DERONDA, MIDDLEMARCH, THE MILL ON THE FLOSS, ADAM BEDE, ROMOLA, SCENES OF CLERICAL LIFE, are still in print (Penguin, for example, has most of them in print), but are mostly unread. The one of most interest today is her last novel, DERONDA, where she discusses the Jews in English society, and an incipient, pre-Hertzl type of Zionism. ROMOLA is her sole attempt at a historic novel (about Savanarola's experiment of a religiously pure republic in Florence in the 1490s). Her meatiest novel is MIDDLEMARCH, which is concerned with English society in the provinces in 1832, the year of the great Reform Bill of Lord Grey. I had to read MIDDLEMARCH in college for a literature course. It certainly is a thoughtful book (Virginia Woolf called it the most grown-up book in the English language). But it suffers (like all of Eliot's novels) from one defect - she cannot write livable, exciting prose. While Dickens is overly exuberant at times, and Thackeray can become pompous and prolix, and Trollope can become (as Lord Cecil says) very ordinary in his discussion, and Charlotte Bronte can fail to explain certain relationships well, and Mrs. Gaskell seems best dealing with female characters, all of them (and Emily Bronte in her single novel) hold the reader's interest. Reading most of Eliot's novels is like trying to chisel sentences out of blocks of marble with a toothpick!<br /><br />To date I have read about fifty pages of MILL OF THE FLOSS. I notice that one of the other reviewers never finished the novel too. But I have read a synopsis of what it is about. The Tullivers (Maggie and her brother Tom) are the central figures - they own the mill in the title. Although close at the start of the story, Maggie falls in love with the son of a neighbor whose father is involved in legal difficulties with Mr. Tulliver Sr. Tom takes a dim view of this relationship, and the tragedy of the story is regarding the split between the siblings, culminating in their demise at the conclusion (Maggie runs back to the mill to rescue Tom during a heavy flood, and they die together). It must have been a success with Victorian readers, but it is very gloomy and depressing to modern audiences.<br /><br />The movie changed the ending a little - Maggie (Geraldine Fitzgerald) does die at the end with her lover, and Tom (James Mason) notes their deaths at the conclusion in his record book. The story is totally rewritten, except for a double death in the flood at the conclusion. It doesn't really help matters. Although Fitzgerald and Mason do pretty well with their parts, they can't really pull the film up by their work alone. The end result is a fairly minor film, that fortunately did not hurt the lead's careers. The only other thing to note is that the boyfriend was played by Frank Lawton, who two years earlier played David Copperfield as a grown up opposite W.C.Fields, Lionel Barrymore, and Maureen O'Sullivan. But then, Lawton never really had a major film career - he just happened to always be around in pictures, some good, some mediocre.","negative"
"19828","Goodnight, Mister Tom begins in an impossibly exquisite village in the south of England where the sun always seems to shine. Before we have much idea of the period we hear a radio announcement of the declaration of World War II. Soon a train blowing clouds of steam brings refugee children from London and when shy little William is billeted with reluctant, gruff old Tom (who you just know will turn out to have a heart of gold) our tale begins.<br /><br />And what a load of sentimental claptrap it is. In fact it's just the old odd-couple buddy formula. Aren't any new stories being written?<br /><br />As I suggested there's hardly any period feel in the village and not much more in London apart from the odd old ambulance rattling around. And certainly no hint of the horror of the Blitz as London's citizens file politely into air-raid shelters. Even when the local schoolteacher's husband is declared missing presumed killed, he is later restored to life.<br /><br />I found `Goodnight, Mister Tom' cliched and obvious and John Thaw's accent conjured up a picture of Ronnie Barker of the Two Ronnies with a straw in his mouth doing his `country bumpkin' accent.<br /><br />Incidentally my wife enjoyed this movie for all the reasons that I disliked it and looking at fellow-imdb reviewers I seem to be in a minority of one.<br /><br />","negative"
"42328","Directed by Jacques Tourneur (Cat People, Out of the Past, Night of the Demon) and written by Phillip Dunne (How Green was My Valley) Anne of the Indies is a quite interesting adventure pirate movie. Its main character of captain Anne Providence is based on a real woman-pirate Anne Boney who actually lived and sailed through 18th century's Atlantic.<br /><br />The film begins with the sea battle where Anne's (Jean Peters) pirate ship attacks a trade ship that was on its way to Europe from the South America. As a result a treasure of great value is captured along with a handsome French officer Pierre La Rochelle (Louis Jourdan), who is taken prisoner. Anne ends up falling in love with him and apparently her feelings are reciprocated but it's only till she sets him free when she discovers that he has a beautiful young wife Molly (Debra Paget) with whom he pretty much in love with. Anne begins planning revenge on both of them but in an unexpected twist of fate ends up making a great sacrifice in order to save them instead. The pirate movie cliché figure of `Black Beard' also makes his appearance here, this time played by Thomas Gomez.<br /><br />Though Anne of the Indies probably appears to be no more nor less than a revisiting of pirate movie clichés, it still has its classical moments in beautiful visuals and sea battle sequences filmed in Technicolor as well as in some aspects of the story and most of all in personal touches in directing of all of it by Jacques Tourneur. 7/10","positive"
"22698","The Write Word<br /><br />What you see is what you get. Not really! What Madhur Bhandarkar's brave and brilliant 'Page 3' does is destroy the myth attached to the glam and glitterati that colour the pages of our newspapers and whose lives(read party habits) we follow with such maniacal fervour which only our intrinsic voyeuristic streak can explain. <br /><br />The page 3 phenomenon is as deplorable as it is enigmatic. How exactly did it gain such control over the printed word and when did it start to encroach into the front page is subject for another debate. Bhandarkar cleverly avoids that. He is concerned only with the mechanisms of this grotesque existence. And in doing that, he pieces together the various elements of this way of life. Like Robert Altman(although I'm not comparing Bhandarkar to Altman's genius), Bhandarkar uses myriad characters to further his motive. Whether it is a page 3 wannabe NRI, the gate-crashers, the newly-rich, an upcoming model, a socialite politician or an erotic novella authoress; all the characters are introduced with an objective and each of them has a separate character-sketch, even if their parts may be miniscule. And therein lays the film's appeal. <br /><br />Konkona Sen Sharma plays Madhavi Sharma, a young and talented journalist who covers page 3 for Nation Today. Initially content with her job, she soon begins to see the ugliness of this underbelly that is covered by its fake and cosmetic profligacy. But Bhandarkar resists the temptation to make this subject into a moral-policing movie and avoids concentrating on one character alone. Hence the movie is not only about Madhavi, but also equally about Deepak Suri(Boman Irani)- Madhavi's editor who passively accepts his role as a cog of a larger machinery, Anjali Thapar(Soni Razdan)- a socialite suffocating from the social pollution, Abhijeet(Rehan Engineer)- a homosexual make-up artist and Madhavi's roommates Pearl(Sandhya Mridul)- the sassy airhostess and Gayatri(Tara Sharma)-an aspiring actress. It seems like an impossible task to assimilate so many characters(and more) in one story, but full credit to Nina Arora and Manoj Tyagi for penning a tight screenplay. The dialogues by Sanjeev Datta and Bhandarkar have been written with great attention to detail. <br /><br />Any narrative, no matter how good, can fall flat with the lack of genuine performances. Thankfully, 'Page 3' brims with actors and not stars. Konkona goes through her author-backed role with effortless ease. Ditto Boman. Sandhya Mridul gets the best written part, but almost overdoes it. Atul Kulkarni is wasted though with an underwritten character. At times, the director seems too keen to incorporate as much as possible(paedophilia, homosexuality, etc.). But the contexts in which they are used do not make them look rushed. <br /><br />Ultimately, Bhandarkar's attempt is to satiate our voyeurism, but he takes it a step further. He takes us inside the photographs and exposes us to the gruesome realities of this sect of humanity that strangely seems to be living in a different and remote world. These are the same people that indulged in new-year's revelry while a few hundred kilometers away their fellow countrymen had been ravaged by nature's ferocity! Clever writing, skillfully incorporated songs, able performances and a genuine feeling of sincerity are what make this film worthy in spite of its lack of finesse and poor production values. 'Page 3' is an optimum way to enter a new year of cinema.<br /><br />- Abhishek Bandekar<br /><br />Rating- ****<br /><br />* Poor ** Average *** Good **** Very Good ***** Excellent<br /><br />29th January, 2005","positive"
"18732","My wife and I never got into the movie.We thought it was way to sloooowwww and to many subtitles.I understood they needed them for Vietnam,but took to long to get out of Asia.She wanted it off I said it's going to get better.It never did yes they had a tough time trying to get to America,but I wanted to see him looking and finding his dad.Not at the end but forming a relationship.Did I mention it was slllloooowwwwww.I love to watch a movie to feel good not sad at the end.I know they don't make many good movies now days.I think action movies are the only ones to watch.I have been renting a lot from netflix and now blockbuster,maybe 20% are worth seeing.I don't kneed realism or facts just a movie thats fun and makes you feel good.Gary","negative"
"47409","To say this film is simply a demonisation of Catholics and a misrepresentation of history is untrue. That is not what this film is.<br /><br />What this film is is a comment on the abuses of the Church (although this could be substituted for any powerful body), the ways that this abuse affects people and families and the way so many people choose to simply allow and often participate in the abuse without thinking for themselves. The fact that it is the Catholic church which is in the wrong is simply because of the nature of the true story the film is based upon. To label this as propaganda against Catholics seems to miss the truth about what the Catholic Church has done at times; its history is often not great and is something that films like this highlight and that needs to be highlighted. Yes we should comment on the abuses committed by other organisations but that is not for the remit of this film.<br /><br />It is an amazing film which brought me to tears and well worth watching - 'if we do not study the past, we are bound to repeat it'","positive"
"15413","Cult-director Lucio Fulci is probably most famous for his gory Zombie flicks from the 1980s that earned him his rightful reputation as the ""Godfather Of Gore"". Fulci's absolute greatest film, however, dates back to 1972 and, while it is definitely gritty and violent, it is not nearly as gory as many of his other films. ""Non Si Sevizia Un Paperino"" aka. ""Don't Torture A Duckling"" of 1972 is not only by far Fulci's greatest film, this tantalizing and utterly brilliant Giallo is one of the absolute highlights of the genre. The stunning atmosphere and tantalizing suspense, the great Sizilian setting, the intriguing story the brilliant performances or the intense moments of sheer shock - I don't know what to praise most about this ingenious Giallo! ""Don't Torture A Duckling"" truly delivers cinematic perfection in every aspect, which makes it an absolute masterpiece of Italian Horror cinema.<br /><br />Contrary to other Gialli, it is not seductive beauty queens who are slain one by one, but little boys who fall victims to a killer on the loose. Bodies of little boys are found in rural Sicily. While the police are desperately searching for the killer, the little town is basically full of strange people, and the townsfolk are screaming for a culprit...<br /><br />The film is stunningly suspenseful and uncompromising from the very beginning, with a gritty, dark, and constantly tense atmosphere that has yet to find an equal. The acting performances are among the best in Italian Horror cinema. Tomas Milian (one of my personal all-time favorite actors) is excellent in the lead, as journalist Andrea Martinelli who is investigating the crimes. Sexy Barbara Bouchet delivers both eye-candy and a brilliant performance. Equally outstanding performances come from Irene Papas and Florinda Bolkan, who is utterly brilliant in her role. The great score by Riz Ortolani brilliantly intensifies the suspense and atmosphere, and the film is ingeniously shot in fascinating Sicilian landscapes. Although not as gory as many other Fulci films, this film is definitely gritty and uncompromising in its violence, with a few shockingly brutal scenes.<br /><br />""Don't Torture A Duckling"" has everything brilliant Horror requires. This is not quite as easy to get hold of as most other Fulci flicks, but I assure that searching it will pay off. Any Horror fan MUST see this personal favorite of mine, and I highly recommend any true lover of film in general not to miss this. A Masterpiece!","positive"
"31696","It's ""The F.B.I."" starring Reed Hadley, with an all-star guest cast! The film begins with an accidental (convenient?) kidnapping, which leads to one thing, and another - which doesn't really indicate the main story, which is a ""Big House, U.S.A."" prison break story. The story is very improbable, to say the least. It's like a TV show, only more ""violent"" (for the times).<br /><br />BUT - the cast is a trip! Picture this: Ralph Meeker is sent to prison; his cell-mates are the following criminals: Broderick Crawford, Lon Chaney Jr., Charles Bronson (reading a ""Muscle"" magazine!), and William Talman (reading a ""Detective"" magazine!). Honest! You should know that, an early scene reveals what happens to the ""missing"" boy, answering the ending ""voiceover."" If you don't want to have that hanging, don't miss the opening scenes between the ""Iceman"" and the boy (Peter Votrian doing well as a runaway asthmatic). <br /><br />*** Big House, U.S.A. (1955) Howard W. Koch ~ Broderick Crawford, Ralph Meeker, Reed Hadley","negative"
